OrderID,ProductID,OrderDetailUnitPrice,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ShippedDateMissing,ProductName,CategoryID,ProductUnitPrice,CategoryName,CustomerCompany,Country,ShipperID,ShipperCompany,Revenue,DeliveryDays,OrderMonth
10251,65,16.8,20,0,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,Unknown,69004,France,False,Louisiana Fiery Hot Pepper Sauce,2,21.05,Condiments,Victuailles en stock,France,1,Speedy Express,336.0,7.0,1996-07
10252,20,64.8,40,0,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,False,Sir Rodney's Marmalade,3,81.0,Confections,Suprmes dlices,Belgium,2,United Package,2592.0,2.0,1996-07
10252,33,2.0,25,0,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,False,Geitost,4,2.5,Dairy Products,Suprmes dlices,Belgium,2,United Package,50.0,2.0,1996-07
10252,60,27.2,40,0,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,False,Camembert Pierrot,4,34.0,Dairy Products,Suprmes dlices,Belgium,2,United Package,1088.0,2.0,1996-07
10253,31,10.0,20,0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,False,Gorgonzola Telino,4,12.5,Dairy Products,Hanari Carnes,Brazil,2,United Package,200.0,6.0,1996-07
10253,39,14.4,42,0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,False,Chartreuse verte,1,18.0,Beverages,Hanari Carnes,Brazil,2,United Package,604.8000000000001,6.0,1996-07
10253,49,16.0,40,0,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Pao, 67",Rio de Janeiro,RJ,05454-876,Brazil,False,Maxilaku,3,20.0,Confections,Hanari Carnes,Brazil,2,United Package,640.0,6.0,1996-07
10254,24,3.6,15,0,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Guaran Fantstica,1,4.5,Beverages,Chop-suey Chinese,Switzerland,2,United Package,54.0,12.0,1996-07
10254,55,19.2,21,0,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Pt chinois,6,24.0,Meat/Poultry,Chop-suey Chinese,Switzerland,2,United Package,403.2,12.0,1996-07
10254,74,8.0,21,0,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,False,Longlife Tofu,7,10.0,Produce,Chop-suey Chinese,Switzerland,2,United Package,168.0,12.0,1996-07
10255,2,15.2,20,0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genve,Unknown,1204,Switzerland,False,Chang,1,19.0,Beverages,Richter Supermarkt,Switzerland,3,Federal Shipping,304.0,3.0,1996-07
10255,16,13.9,35,0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genve,Unknown,1204,Switzerland,False,Pavlova,3,17.45,Confections,Richter Supermarkt,Switzerland,3,Federal Shipping,486.5,3.0,1996-07
10255,36,15.2,25,0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genve,Unknown,1204,Switzerland,False,Inlagd Sill,8,19.0,Seafood,Richter Supermarkt,Switzerland,3,Federal Shipping,380.0,3.0,1996-07
10255,59,44.0,30,0,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genve,Unknown,1204,Switzerland,False,Raclette Courdavault,4,55.0,Dairy Products,Richter Supermarkt,Switzerland,3,Federal Shipping,1320.0,3.0,1996-07
10256,53,26.2,15,0,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,False,Perth Pasties,6,32.8,Meat/Poultry,Wellington Importadora,Brazil,2,United Package,393.0,2.0,1996-07
10256,77,10.4,12,0,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,False,Original Frankfurter grne Soe,2,13.0,Condiments,Wellington Importadora,Brazil,2,United Package,124.80000000000001,2.0,1996-07
10257,27,35.1,25,0,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,False,Schoggi Schokolade,3,43.9,Confections,HILARION-Abastos,Venezuela,3,Federal Shipping,877.5,6.0,1996-07
10257,39,14.4,6,0,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,False,Chartreuse verte,1,18.0,Beverages,HILARION-Abastos,Venezuela,3,Federal Shipping,86.4,6.0,1996-07
10257,77,10.4,15,0,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,False,Original Frankfurter grne Soe,2,13.0,Condiments,HILARION-Abastos,Venezuela,3,Federal Shipping,156.0,6.0,1996-07
10258,2,15.2,50,0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Chang,1,19.0,Beverages,Ernst Handel,Austria,1,Speedy Express,760.0,6.0,1996-07
10258,5,17.0,65,0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Chef Anton's Gumbo Mix,2,21.35,Condiments,Ernst Handel,Austria,1,Speedy Express,1105.0,6.0,1996-07
10258,32,25.6,6,0,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Mascarpone Fabioli,4,32.0,Dairy Products,Ernst Handel,Austria,1,Speedy Express,153.60000000000002,6.0,1996-07
10259,21,8.0,10,0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,Unknown,5022,Mexico,False,Sir Rodney's Scones,3,10.0,Confections,Centro comercial Moctezuma,Mexico,3,Federal Shipping,80.0,7.0,1996-07
10259,37,20.8,1,0,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mxico D.F.,Unknown,5022,Mexico,False,Gravad lax,8,26.0,Seafood,Centro comercial Moctezuma,Mexico,3,Federal Shipping,20.8,7.0,1996-07
10260,41,7.7,16,0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,Unknown,50739,Germany,False,Jack's New England Clam Chowder,8,9.65,Seafood,Ottilies Kseladen,Germany,1,Speedy Express,123.2,10.0,1996-07
10260,57,15.6,50,0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,Unknown,50739,Germany,False,Ravioli Angelo,5,19.5,Grains/Cereals,Ottilies Kseladen,Germany,1,Speedy Express,780.0,10.0,1996-07
10260,62,39.4,15,0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,Unknown,50739,Germany,False,Tarte au sucre,3,49.3,Confections,Ottilies Kseladen,Germany,1,Speedy Express,591.0,10.0,1996-07
10260,70,12.0,21,0,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,Unknown,50739,Germany,False,Outback Lager,1,15.0,Beverages,Ottilies Kseladen,Germany,1,Speedy Express,252.0,10.0,1996-07
10261,21,8.0,20,0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,False,Sir Rodney's Scones,3,10.0,Confections,Que Delcia,Brazil,2,United Package,160.0,11.0,1996-07
10261,35,14.4,20,0,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,False,Steeleye Stout,1,18.0,Beverages,Que Delcia,Brazil,2,United Package,288.0,11.0,1996-07
10262,5,17.0,12,0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Chef Anton's Gumbo Mix,2,21.35,Condiments,Rattlesnake Canyon Grocery,USA,3,Federal Shipping,204.0,3.0,1996-07
10262,7,24.0,15,0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Uncle Bob's Organic Dried Pears,7,30.0,Produce,Rattlesnake Canyon Grocery,USA,3,Federal Shipping,360.0,3.0,1996-07
10262,56,30.4,2,0,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Gnocchi di nonna Alice,5,38.0,Grains/Cereals,Rattlesnake Canyon Grocery,USA,3,Federal Shipping,60.8,3.0,1996-07
10263,16,13.9,60,0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Pavlova,3,17.45,Confections,Ernst Handel,Austria,3,Federal Shipping,834.0,8.0,1996-07
10263,24,3.6,28,0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Guaran Fantstica,1,4.5,Beverages,Ernst Handel,Austria,3,Federal Shipping,100.8,8.0,1996-07
10263,30,20.7,60,0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Nord-Ost Matjeshering,8,25.89,Seafood,Ernst Handel,Austria,3,Federal Shipping,1242.0,8.0,1996-07
10263,74,8.0,36,0,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,False,Longlife Tofu,7,10.0,Produce,Ernst Handel,Austria,3,Federal Shipping,288.0,8.0,1996-07
10264,2,15.2,35,0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och f HB,kergatan 24,Brcke,Unknown,S-844 67,Sweden,False,Chang,1,19.0,Beverages,Folk och f HB,Sweden,3,Federal Shipping,532.0,30.0,1996-07
10264,41,7.7,25,0,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och f HB,kergatan 24,Brcke,Unknown,S-844 67,Sweden,False,Jack's New England Clam Chowder,8,9.65,Seafood,Folk och f HB,Sweden,3,Federal Shipping,192.5,30.0,1996-07
10265,17,31.2,30,0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Alice Mutton,6,39.0,Meat/Poultry,Blondesddsl pre et fils,France,1,Speedy Express,936.0,18.0,1996-07
10265,70,12.0,20,0,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel pre et fils,"24, place Klber",Strasbourg,Unknown,67000,France,False,Outback Lager,1,15.0,Beverages,Blondesddsl pre et fils,France,1,Speedy Express,240.0,18.0,1996-07
10266,12,30.4,12,0,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,False,Queso Manchego La Pastora,4,38.0,Dairy Products,Wartian Herkku,Finland,3,Federal Shipping,364.79999999999995,5.0,1996-07
10267,40,14.7,50,0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,Unknown,80805,Germany,False,Boston Crab Meat,8,18.4,Seafood,Frankenversand,Germany,1,Speedy Express,735.0,8.0,1996-07
10267,59,44.0,70,0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,Unknown,80805,Germany,False,Raclette Courdavault,4,55.0,Dairy Products,Frankenversand,Germany,1,Speedy Express,3080.0,8.0,1996-07
10267,76,14.4,15,0,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,Unknown,80805,Germany,False,Lakkalikri,1,18.0,Beverages,Frankenversand,Germany,1,Speedy Express,216.0,8.0,1996-07
10268,29,99.0,10,0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,False,Thringer Rostbratwurst,6,123.79,Meat/Poultry,GROSELLA-Restaurante,Venezuela,3,Federal Shipping,990.0,3.0,1996-07
10268,72,27.8,4,0,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,False,Mozzarella di Giovanni,4,34.8,Dairy Products,GROSELLA-Restaurante,Venezuela,3,Federal Shipping,111.2,3.0,1996-07
10269,33,2.0,60,0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,False,Geitost,4,2.5,Dairy Products,White Clover Markets,USA,1,Speedy Express,120.0,9.0,1996-07
10269,72,27.8,20,0,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,False,Mozzarella di Giovanni,4,34.8,Dairy Products,White Clover Markets,USA,1,Speedy Express,556.0,9.0,1996-07
10270,36,15.2,30,0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,False,Inlagd Sill,8,19.0,Seafood,Wartian Herkku,Finland,1,Speedy Express,456.0,1.0,1996-08
10270,43,36.8,25,0,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,False,Ipoh Coffee,1,46.0,Beverages,Wartian Herkku,Finland,1,Speedy Express,919.9999999999999,1.0,1996-08
10271,33,2.0,24,0,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,False,Geitost,4,2.5,Dairy Products,Split Rail Beer & Ale,USA,2,United Package,48.0,29.0,1996-08
10272,20,64.8,6,0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Sir Rodney's Marmalade,3,81.0,Confections,Rattlesnake Canyon Grocery,USA,2,United Package,388.79999999999995,4.0,1996-08
10272,31,10.0,40,0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Gorgonzola Telino,4,12.5,Dairy Products,Rattlesnake Canyon Grocery,USA,2,United Package,400.0,4.0,1996-08
10272,72,27.8,24,0,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,False,Mozzarella di Giovanni,4,34.8,Dairy Products,Rattlesnake Canyon Grocery,USA,2,United Package,667.2,4.0,1996-08
10273,10,24.8,24,0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Ikura,8,31.0,Seafood,QUICK-Stop,Germany,3,Federal Shipping,595.2,7.0,1996-08
10273,31,10.0,15,0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Gorgonzola Telino,4,12.5,Dairy Products,QUICK-Stop,Germany,3,Federal Shipping,150.0,7.0,1996-08
10273,33,2.0,20,0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Geitost,4,2.5,Dairy Products,QUICK-Stop,Germany,3,Federal Shipping,40.0,7.0,1996-08
10273,40,14.7,60,0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Boston Crab Meat,8,18.4,Seafood,QUICK-Stop,Germany,3,Federal Shipping,882.0,7.0,1996-08
10273,76,14.4,33,0,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,Unknown,1307,Germany,False,Lakkalikri,1,18.0,Beverages,QUICK-Stop,Germany,3,Federal Shipping,475.2,7.0,1996-08
10274,71,17.2,20,0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Unknown,51100,France,False,Flotemysost,4,21.5,Dairy Products,Vins et alcools Chevalier,France,1,Speedy Express,344.0,10.0,1996-08
10274,72,27.8,7,0,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,Unknown,51100,France,False,Mozzarella di Giovanni,4,34.8,Dairy Products,Vins et alcools Chevalier,France,1,Speedy Express,194.6,10.0,1996-08
10275,24,3.6,12,0,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,False,Guaran Fantstica,1,4.5,Beverages,Magazzini Alimentari Riuniti,Italy,1,Speedy Express,43.2,2.0,1996-08
10275,59,44.0,6,0,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy,False,Raclette Courdavault,4,55.0,Dairy Products,Magazzini Alimentari Riuniti,Italy,1,Speedy Express,264.0,2.0,1996-08
10276,10,24.8,15,0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,Unknown,5033,Mexico,False,Ikura,8,31.0,Seafood,Tortuga Restaurante,Mexico,3,Federal Shipping,372.0,6.0,1996-08
10276,13,4.8,10,0,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,Unknown,5033,Mexico,False,Konbu,8,6.0,Seafood,Tortuga Restaurante,Mexico,3,Federal Shipping,48.0,6.0,1996-08
10277,28,36.4,20,0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,False,Rssle Sauerkraut,7,45.6,Produce,Morgenstern Gesundkost,Germany,3,Federal Shipping,728.0,4.0,1996-08
10277,62,39.4,12,0,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,4179,Germany,False,Tarte au sucre,3,49.3,Confections,Morgenstern Gesundkost,Germany,3,Federal Shipping,472.79999999999995,4.0,1996-08
10278,44,15.5,16,0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Gula Malacca,2,19.45,Condiments,Berglunds snabbkp,Sweden,2,United Package,248.0,4.0,1996-08
10278,59,44.0,15,0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Raclette Courdavault,4,55.0,Dairy Products,Berglunds snabbkp,Sweden,2,United Package,660.0,4.0,1996-08
10278,63,35.1,8,0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Vegie-spread,2,43.9,Condiments,Berglunds snabbkp,Sweden,2,United Package,280.8,4.0,1996-08
10278,73,12.0,25,0,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Rd Kaviar,8,15.0,Seafood,Berglunds snabbkp,Sweden,2,United Package,300.0,4.0,1996-08
10279,17,31.2,15,0,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany,False,Alice Mutton,6,39.0,Meat/Poultry,Lehmanns Marktstand,Germany,2,United Package,468.0,3.0,1996-08
10280,24,3.6,12,0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Guaran Fantstica,1,4.5,Beverages,Berglunds snabbkp,Sweden,1,Speedy Express,43.2,29.0,1996-08
10280,55,19.2,20,0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Pt chinois,6,24.0,Meat/Poultry,Berglunds snabbkp,Sweden,1,Speedy Express,384.0,29.0,1996-08
10280,75,6.2,30,0,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbkp,Berguvsvgen 8,Lule,Unknown,S-958 22,Sweden,False,Rhnbru Klosterbier,1,7.75,Beverages,Berglunds snabbkp,Sweden,1,Speedy Express,186.0,29.0,1996-08
10281,19,7.3,1,0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,Unknown,28001,Spain,False,Teatime Chocolate Biscuits,3,9.2,Confections,Romero y tomillo,Spain,1,Speedy Express,7.3,7.0,1996-08
10281,24,3.6,6,0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,Unknown,28001,Spain,False,Guaran Fantstica,1,4.5,Beverages,Romero y tomillo,Spain,1,Speedy Express,21.6,7.0,1996-08
10281,35,14.4,4,0,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Va, 1",Madrid,Unknown,28001,Spain,False,Steeleye Stout,1,18.0,Beverages,Romero y tomillo,Spain,1,Speedy Express,57.6,7.0,1996-08
10282,30,20.7,6,0,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Va, 1",Madrid,Unknown,28001,Spain,False,Nord-Ost Matjeshering,8,25.89,Seafood,Romero y tomillo,Spain,1,Speedy Express,124.19999999999999,6.0,1996-08
10282,57,15.6,2,0,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Va, 1",Madrid,Unknown,28001,Spain,False,Ravioli Angelo,5,19.5,Grains/Cereals,Romero y tomillo,Spain,1,Speedy Express,31.2,6.0,1996-08
